Voter File VANID,Sex,YEARXXScoreSName,DemPartySup2,NatTO,2020:CivSpan,2020:VolProp,TDPPartisan,BRResearchBetoSuppor,BRResearchBetoTurnou,DNCDemPartySupportV1,TO2022,Age,RaceName,PrecinctName
31153,M,25.77,52.6,15.91,4.48,,57.4,48.8,9.18,57.16,2.3,24.0,,1111.0
31154,F,39.65,71.04,80.22,0.14,,63.97,60.51,61.2,57.44,64.71,37.0,,991.0
31155,M,33.7,78.4,17.69,0.36,,80.2,82.32,59.3,73.29,55.05,39.0,,511.0
31156,F,35.94,60.17,89.6,0.01,,86.81,98.85,88.0,77.54,74.12,26.0,,1112.0
31157,M,43.13,93.07,99.37,5.66,,98.43,93.35,78.11,96.55,87.92,38.0,,119.0
31158,M,49.72,87.7,96.28,0.02,,80.57,90.44,83.1,88.78,79.67,41.0,,511.0
31159,M,67.24,93.51,97.7,0.09,,96.51,60.72,44.1,94.63,53.65,49.0,,991.0
31160,M,56.65,60.81,50.36,0.26,,40.11,45.14,46.33,55.53,56.59,44.0,,511.0
31161,F,49.72,93.31,94.54,0.03,,97.45,98.91,92.6,95.96,76.14,43.0,,624.0
31162,F,61.89,82.52,56.56,2.27,,67.24,65.69,29.83,76.17,34.87,34.0,,624.0
31163,M,58.47,41.38,95.58,0.09,,29.43,29.76,51.68,61.02,47.78,45.0,,511.0
31164,F,65.48,92.52,83.03,0.0,,96.06,97.01,81.8,89.87,77.96,38.0,,511.0
31165,M,28.43,62.23,58.54,0.05,,88.46,89.94,66.24,66.72,61.76,22.0,,991.0
31166,M,26.91,47.45,50.25,0.95,,67.84,56.52,51.85,54.04,63.62,22.0,,991.0
31167,F,37.41,82.74,64.46,21.51,,75.52,91.02,72.84,83.75,64.32,49.0,,991.0
31168,F,61.89,86.08,52.32,0.08,,92.48,74.91,71.6,88.19,65.98,29.0,,119.0
31169,F,39.65,41.24,58.0,0.12,,65.28,64.07,63.8,57.93,70.21,28.0,,547.0
31170,M,58.47,72.05,50.93,0.04,,25.75,50.46,54.0,67.94,60.71,49.0,,1056.0
31171,F,28.43,67.24,72.01,5.26,,57.02,68.33,64.8,54.34,60.49,21.0,,923.0
31172,M,43.13,43.46,44.53,0.04,,27.91,29.26,11.7,51.58,13.26,65.0,,1056.0
31173,F,61.89,87.72,89.66,0.13,,81.14,78.43,83.6,89.24,71.52,41.0,,923.0
31174,F,43.46,58.89,32.66,0.02,,42.53,37.39,57.21,56.71,52.39,72.0,,923.0
31175,M,25.77,94.12,87.4,0.07,,88.62,93.76,60.6,92.41,69.57,20.0,,893.0
31176,F,28.43,50.07,54.23,3.68,,64.05,59.46,17.68,58.22,20.62,21.0,,522.0
31177,F,28.43,33.41,63.46,0.12,,62.07,35.42,16.1,58.99,15.32,20.0,,906.0
31178,F,49.72,62.19,40.84,1.77,,43.55,43.1,42.41,56.92,54.9,36.0,,1056.0
31179,F,43.13,56.4,40.69,2.87,,41.16,55.88,40.29,57.26,56.79,34.0,,1056.0
31180,F,37.41,79.81,36.47,0.11,,93.74,78.92,46.2,77.6,46.19,24.0,,1056.0
31181,F,28.43,72.15,36.45,0.11,,38.75,36.85,16.9,65.17,9.48,71.0,,509.0
31182,F,49.72,62.83,51.91,0.58,,38.94,43.04,38.42,52.78,58.21,31.0,,906.0
31183,F,56.65,35.73,82.86,0.01,,48.28,14.44,42.3,61.75,82.86,36.0,,1056.0
31184,F,52.94,53.13,40.47,0.02,,43.82,34.54,39.8,57.82,53.23,26.0,,1054.0
31185,M,55.22,60.44,46.07,0.5,,64.83,30.58,11.3,71.49,9.44,41.0,,511.0
31186,F,28.43,75.17,47.57,63.7,,50.92,60.01,56.27,69.97,46.33,50.0,,509.0
31187,M,28.43,81.16,51.25,0.02,,73.88,86.84,45.18,68.15,57.94,21.0,,893.0
31188,F,28.43,92.69,85.42,0.02,,82.25,96.32,71.3,84.82,63.6,21.0,,522.0
31189,F,55.22,85.99,71.47,0.04,,87.8,84.51,57.96,80.58,60.11,58.0,,1056.0
31190,F,49.72,83.96,49.81,0.32,,45.01,83.04,54.66,76.35,57.56,48.0,,143.0
31191,F,28.43,85.61,31.62,0.14,,58.42,69.94,35.87,81.41,50.29,21.0,,143.0
31192,F,28.43,63.61,33.23,0.13,,46.81,34.95,60.6,55.25,60.32,71.0,,603.0
31193,F,56.65,65.44,46.1,0.31,,54.79,54.89,42.3,59.28,51.16,28.0,,720.0
31194,F,35.94,40.5,61.8,0.04,,58.48,32.65,15.0,58.34,18.45,20.0,,1055.0
31195,M,35.94,88.71,92.88,0.23,,94.64,94.19,95.0,88.97,82.92,59.0,,1055.0
31196,F,28.43,67.32,34.21,40.29,,38.64,45.45,53.13,51.38,55.46,57.0,,603.0
31197,M,20.67,59.09,46.2,5.07,,61.0,56.74,13.69,57.66,14.81,21.0,,603.0
31198,M,35.94,66.12,35.1,0.13,,53.06,44.02,15.39,67.24,10.76,69.0,,751.0
31199,F,37.41,41.35,46.2,3.09,,48.0,34.26,14.8,56.54,17.03,62.0,,751.0
31200,F,57.0,56.16,77.2,0.26,,39.45,49.62,49.9,61.41,53.85,37.0,,644.0
31201,F,61.89,90.38,84.35,2.19,,76.01,90.72,86.2,92.02,75.16,50.0,,619.0
31202,F,49.72,52.2,36.06,0.08,,64.51,45.14,13.0,54.11,10.82,29.0,,991.0
31203,F,51.94,86.59,93.19,0.6,,67.98,92.01,83.6,87.41,72.58,42.0,,720.0
31204,M,20.44,52.82,33.99,3.93,,59.79,39.79,11.73,52.55,12.92,24.0,,603.0
31205,U,49.72,54.24,48.72,0.29,,57.84,34.26,11.47,51.38,16.26,33.0,,143.0
31206,M,34.36,64.56,44.83,0.28,,89.48,72.28,45.73,71.13,61.57,43.0,,751.0
31207,M,52.94,96.54,99.53,0.04,,87.73,96.3,96.3,96.19,94.14,72.0,,143.0
31208,M,28.43,54.23,34.62,27.74,,36.77,27.78,51.25,53.49,55.21,59.0,,603.0
31209,F,49.72,73.61,37.97,0.26,,49.19,61.15,50.57,72.26,59.13,52.0,,603.0
31210,F,52.94,82.87,18.43,11.65,,64.92,56.96,67.1,54.98,57.1,53.0,,893.0
31211,M,20.67,87.91,33.21,0.07,,27.5,24.3,13.1,93.29,7.19,81.0,,509.0
31212,F,28.43,45.51,61.54,0.1,,50.33,64.97,42.2,64.13,52.78,21.0,,522.0
31213,M,25.77,70.55,41.35,1.58,,70.37,70.7,16.1,66.57,15.55,21.0,,522.0
31214,F,51.94,21.02,59.73,0.59,,46.66,33.94,42.5,55.65,62.76,32.0,,893.0
31215,F,39.65,85.67,45.09,1.84,,90.61,92.87,55.0,89.02,52.41,32.0,,509.0
31216,M,20.67,70.92,24.84,0.09,,70.81,77.21,20.8,65.7,10.1,21.0,,603.0
31217,F,39.65,77.73,44.54,27.65,,41.04,35.14,13.09,79.23,10.85,58.0,,1056.0
31218,M,39.65,69.55,42.84,31.38,,76.5,38.78,12.41,75.71,9.72,61.0,,1056.0
31219,U,58.47,63.3,47.84,0.14,,43.29,40.94,41.23,58.14,58.29,41.0,,923.0
31220,F,57.0,70.91,62.02,0.06,,44.04,39.29,45.3,56.01,64.5,42.0,,511.0
31221,M,34.36,56.97,36.36,0.12,,54.62,42.29,11.73,51.99,14.59,24.0,,603.0
31222,M,25.58,41.6,45.39,0.15,,41.27,43.16,38.7,53.29,60.66,22.0,,522.0
31223,M,43.46,40.85,56.81,0.08,,32.62,64.36,38.4,53.19,63.03,23.0,,923.0
31224,F,49.92,46.79,54.26,5.45,,28.81,21.09,73.4,50.11,60.6,64.0,,923.0
31225,F,49.72,58.05,71.41,52.28,,34.95,25.45,41.56,65.87,64.38,53.0,,893.0
31226,F,43.13,73.78,43.76,0.07,,66.44,47.36,13.4,63.79,10.23,28.0,,149.0
31227,F,35.94,86.3,50.36,6.99,,73.55,81.3,66.42,81.0,61.6,54.0,,1056.0
31228,M,49.92,60.52,49.56,0.09,,40.04,48.96,12.06,54.99,17.49,26.0,,893.0
31229,F,35.94,51.16,41.2,0.54,,53.33,47.11,12.41,50.82,8.73,45.0,,509.0
31230,F,51.94,79.97,57.57,10.78,,91.9,51.16,44.54,86.57,58.26,41.0,,143.0
31231,F,43.13,57.83,33.55,0.03,,64.72,35.36,10.71,67.31,8.62,33.0,,751.0
31232,M,34.36,78.19,36.46,0.04,,32.92,35.22,11.7,70.7,10.3,37.0,,143.0
31233,F,49.72,64.84,47.46,30.54,,37.0,38.55,41.99,52.77,57.59,42.0,,1055.0
31234,F,18.9,48.88,48.71,12.59,,69.34,66.27,17.68,69.22,14.26,21.0,,603.0
31235,F,49.72,59.14,98.42,0.04,,91.26,99.61,90.5,62.78,89.0,33.0,,1055.0
31236,M,28.43,75.98,74.28,0.22,,76.22,81.71,55.08,80.09,64.62,21.0,,1055.0
31237,M,49.72,20.73,50.91,0.04,,69.0,15.08,52.6,54.67,81.72,30.0,,1055.0
31238,M,39.65,83.72,61.09,0.07,,73.83,89.08,42.67,63.0,63.64,21.0,,143.0
31239,M,43.46,85.99,45.44,0.03,,72.44,62.72,11.47,76.1,29.65,34.0,,143.0
31240,F,65.6,70.33,88.16,7.56,,73.69,45.22,63.5,76.39,89.09,32.0,,644.0
31241,M,28.43,78.24,15.36,0.02,,64.69,71.47,37.48,58.32,45.42,29.0,,720.0
31242,F,49.72,88.96,58.02,0.49,,78.88,77.37,63.5,88.32,77.08,32.0,,751.0
31243,F,63.5,89.35,92.49,0.06,,93.68,98.38,90.5,87.26,83.92,33.0,,1055.0
31244,M,35.94,73.32,69.07,0.02,,75.6,78.29,68.1,52.51,65.07,22.0,,644.0
31245,M,62.65,89.42,34.34,0.51,,80.36,45.34,12.49,89.06,13.66,44.0,,1055.0
31246,F,34.36,96.27,99.07,0.09,,95.22,99.4,95.9,91.98,96.6,67.0,,893.0
31247,M,34.36,40.41,68.13,0.11,,79.18,71.21,68.5,53.49,65.04,22.0,,1078.0
31248,F,57.0,95.66,96.28,0.29,,93.68,98.54,81.81,92.33,87.93,69.0,,751.0
31249,M,55.22,63.13,44.19,0.1,,34.59,38.63,10.3,54.3,16.2,37.0,,619.0
31250,M,52.94,54.29,48.87,0.04,,44.71,25.79,11.82,50.94,10.45,48.0,,893.0
31251,M,61.89,58.78,51.58,0.09,,32.27,41.31,43.52,53.76,54.97,44.0,,923.0
31252,F,35.94,81.93,40.01,0.24,,76.7,67.59,15.66,72.25,7.66,28.0,,1056.0
31253,F,52.94,74.27,58.67,1.13,,38.14,55.07,46.84,55.67,59.86,45.0,,906.0
31254,M,33.7,88.63,83.1,0.03,,77.9,98.49,64.17,85.07,64.17,20.0,,1056.0
31255,M,49.72,56.11,87.16,0.13,,61.03,88.6,90.7,64.4,85.8,76.0,,923.0
31256,F,33.7,45.15,59.58,0.57,,60.2,61.01,20.8,60.71,2.13,20.0,,522.0
31257,F,37.41,88.53,49.77,0.0,,53.89,92.51,53.7,60.09,63.32,22.0,,511.0
31258,F,62.65,74.47,42.51,0.08,,56.5,74.62,46.16,65.84,59.41,33.0,,906.0
31259,F,25.77,84.47,58.95,,,79.36,82.17,37.57,80.9,50.44,20.0,,862.0
31260,M,51.94,77.96,87.66,,,69.15,80.15,79.5,79.97,75.69,31.0,,522.0
31261,M,22.85,89.13,79.78,,,96.96,93.95,56.18,94.63,60.72,20.0,,1056.0
31262,M,49.72,82.68,99.19,,,62.98,91.02,91.1,86.02,90.62,34.0,,522.0
31263,F,25.58,68.32,33.54,1.34,,24.14,47.94,46.84,57.09,51.22,44.0,,149.0
31264,M,25.77,78.59,56.48,0.71,,61.2,82.77,45.65,52.51,63.28,21.0,,893.0
31265,F,39.65,67.09,35.28,2.78,,29.2,60.96,49.04,56.55,56.09,37.0,,1056.0
31266,F,29.12,68.18,40.71,6.48,,62.1,80.68,42.67,67.49,13.73,21.0,,509.0
31267,F,31.09,76.12,77.38,0.02,,80.98,93.8,72.84,76.43,71.19,21.0,,923.0
31268,F,34.36,57.61,51.23,0.5,,61.13,47.21,11.73,51.95,2.76,23.0,,906.0
31269,F,20.67,83.07,44.64,0.09,,61.41,85.56,50.2,59.62,57.12,21.0,,893.0
31270,U,34.36,61.01,61.88,25.23,,50.37,29.92,59.16,52.71,61.6,41.0,,991.0
31271,M,34.36,63.64,34.91,0.04,,58.13,64.26,60.86,68.03,68.79,29.0,,751.0
31272,M,53.62,60.03,36.55,0.38,,49.79,44.5,36.38,57.19,54.81,37.0,,1055.0
31273,F,25.58,80.1,55.44,4.12,,70.8,53.82,24.56,62.9,45.11,22.0,Uncoded,751.0
31274,F,28.43,89.44,99.08,0.27,,94.51,94.12,96.1,90.18,91.85,70.0,,991.0
31275,F,51.94,31.43,84.47,0.11,,52.42,56.66,25.02,54.33,46.77,30.0,,509.0
31276,M,43.46,85.2,94.04,2.54,,91.78,88.67,76.75,89.53,78.74,32.0,,603.0
31277,F,28.43,84.44,93.56,0.04,,48.89,82.95,90.4,77.23,93.39,78.0,,991.0
31278,F,41.04,95.44,88.09,0.03,,98.46,93.64,74.25,94.41,85.35,40.0,,991.0
31279,F,25.77,61.97,42.44,22.97,,44.25,43.78,9.69,57.74,10.8,46.0,,991.0
31280,F,28.43,85.32,63.21,1.52,,56.96,72.58,42.33,85.11,59.62,28.0,,603.0
31281,F,37.41,73.6,34.98,1.2,,69.13,52.28,15.55,74.13,13.33,37.0,,751.0
31282,M,49.72,55.53,20.2,2.37,,49.86,63.74,14.88,64.53,1.71,32.0,,1055.0
31283,F,39.65,71.0,86.36,0.17,,38.16,96.39,48.6,78.96,83.07,73.0,,720.0
31284,F,28.43,91.63,96.78,0.01,,95.78,95.86,77.13,92.72,88.39,20.0,,1055.0
31285,M,52.94,96.82,91.5,0.02,,87.43,99.71,92.4,96.5,93.7,41.0,,143.0
31286,F,33.7,75.92,51.69,0.02,,62.47,83.55,72.9,72.31,88.28,45.0,,1055.0
31287,M,25.77,67.49,45.3,0.48,,79.63,86.96,37.98,65.1,54.07,21.0,,1055.0
31288,F,25.77,27.92,46.63,0.21,,58.15,24.24,13.5,59.35,16.38,20.0,,1055.0
31289,M,55.22,33.04,61.82,0.18,,41.87,33.33,41.99,54.91,61.92,41.0,,143.0
31290,M,58.47,64.38,54.12,0.03,,38.74,37.18,50.6,52.37,49.66,44.0,,906.0
31291,M,55.22,59.89,52.81,0.24,,41.24,39.21,42.41,53.65,56.9,43.0,,149.0
31292,M,25.58,66.4,42.7,0.15,,66.21,38.35,12.15,59.71,11.88,33.0,,119.0
31293,F,55.22,98.0,99.57,0.71,,96.63,98.96,80.07,96.88,91.39,54.0,,511.0
31294,M,28.43,86.59,70.39,0.03,,79.6,95.54,50.2,66.81,62.32,21.0,,511.0
31295,M,39.65,62.03,54.13,1.09,,74.32,53.61,11.73,62.77,14.64,24.0,,906.0
31296,F,25.77,61.31,39.34,7.88,,64.61,65.9,35.87,66.66,50.51,21.0,,1054.0
31297,M,17.93,76.94,33.36,45.58,,72.62,62.56,51.76,80.47,49.51,42.0,,522.0
31298,M,25.0,51.97,43.92,30.52,,37.04,37.42,43.52,54.32,53.36,45.0,,893.0
31299,M,41.04,79.9,34.93,0.04,,66.95,69.18,11.47,72.87,10.22,35.0,,509.0
31300,M,39.65,27.44,41.39,0.01,,23.54,46.44,63.8,59.28,60.76,65.0,,522.0
31301,M,25.58,92.08,80.26,0.18,,94.87,90.09,80.46,93.56,87.48,62.0,,522.0
31302,F,58.47,71.0,47.61,1.15,,46.9,60.6,44.54,64.75,55.19,41.0,,511.0
31303,F,35.94,44.14,84.02,0.04,,12.31,11.71,67.15,53.49,77.4,53.0,,1056.0
31304,F,52.94,47.7,52.4,0.2,,50.65,18.23,47.09,52.91,58.94,52.0,,522.0
31305,F,51.94,81.31,53.86,0.18,,51.27,74.58,63.8,84.68,53.97,47.0,,862.0
31306,F,39.65,73.27,38.51,4.59,,63.75,76.33,40.38,77.19,35.79,25.0,,1054.0
31307,F,55.22,87.43,64.92,0.22,,89.04,83.08,37.48,87.29,32.97,37.0,,509.0
31308,F,39.65,78.49,58.35,0.05,,79.25,40.29,10.8,81.49,16.47,23.0,,906.0
31309,M,35.94,53.59,53.64,0.25,,61.5,73.89,38.93,51.99,60.96,21.0,,509.0
31310,F,33.7,82.4,27.63,26.4,,56.06,62.2,61.8,79.17,50.19,81.0,,751.0
31311,M,55.22,53.74,47.73,0.06,,58.78,35.63,10.63,59.29,15.87,28.0,,143.0
31312,F,59.11,66.7,61.8,0.57,,52.38,47.94,47.26,56.54,62.58,46.0,,143.0
31313,F,25.77,87.97,39.84,4.79,,93.82,60.68,17.68,91.19,10.98,20.0,,603.0
31314,F,28.43,34.21,66.18,,,42.11,40.72,34.8,67.35,61.69,20.0,,720.0
31315,F,35.04,93.32,89.39,,,95.07,94.39,66.1,96.36,66.45,20.0,,143.0
31316,M,39.65,87.86,42.09,,,96.08,80.39,54.3,90.08,56.88,33.0,,991.0
31317,F,41.04,18.2,38.67,,,64.89,32.02,38.9,56.05,65.39,29.0,,751.0
31318,F,33.7,69.25,50.94,,,35.5,45.47,42.08,51.77,44.42,35.0,,991.0
31319,F,39.65,45.13,49.35,,,61.38,84.5,60.03,54.41,65.45,41.0,,751.0
31320,F,62.65,64.14,18.28,1.85,,52.48,46.27,50.57,58.93,55.76,52.0,,644.0
31321,F,37.37,62.4,42.92,0.02,,57.98,47.59,12.75,64.84,8.18,53.0,,509.0
31322,F,39.65,72.63,37.46,5.77,,65.41,55.0,40.38,67.85,52.94,26.0,,603.0
31323,M,20.67,79.54,38.16,0.07,,86.23,70.68,20.8,85.95,8.46,21.0,,603.0
31324,M,55.22,71.12,56.5,0.17,,50.7,61.84,49.05,63.22,57.95,44.0,,1055.0
31325,F,34.36,58.12,53.31,0.08,,60.3,34.1,16.1,56.5,21.62,21.0,,619.0
31326,U,51.94,59.02,50.8,1.32,,40.1,38.01,41.99,51.52,60.38,41.0,,893.0
31327,F,31.09,61.74,50.4,0.23,,60.3,66.48,45.8,57.94,51.6,22.0,,1055.0
31328,F,62.65,53.38,47.0,1.27,,38.64,81.36,54.3,53.34,57.94,33.0,,619.0
31329,M,25.58,26.75,50.27,0.81,,52.91,54.0,13.69,53.16,16.62,21.0,,639.0
31330,F,61.89,56.98,53.81,0.19,,44.92,55.93,45.73,56.16,56.52,42.0,,1056.0
31331,F,25.58,92.64,87.89,0.1,,93.34,94.26,64.17,91.93,62.4,20.0,,509.0
31332,M,51.94,72.56,41.99,0.04,,37.72,50.04,43.52,76.96,55.08,39.0,,923.0
31333,F,55.22,70.88,51.19,0.35,,60.68,71.55,50.57,68.32,74.62,40.0,,511.0
31334,M,51.94,48.58,51.12,1.18,,28.54,47.56,47.9,53.16,60.76,40.0,,149.0
31335,F,49.72,57.53,23.25,0.01,,40.38,41.38,46.84,52.23,56.5,45.0,,1056.0
31336,M,52.94,87.03,84.5,0.08,,79.5,44.67,71.06,89.71,87.97,42.0,,1056.0
31337,F,57.0,52.35,49.86,0.33,,39.65,59.26,49.81,55.81,56.31,50.0,,1056.0
31338,M,61.89,64.87,55.93,0.15,,42.93,42.64,49.9,59.07,55.77,43.0,,906.0
31339,F,34.36,33.76,65.38,0.01,,59.5,29.24,15.0,58.74,18.55,20.0,,511.0
31340,M,28.43,58.33,34.94,,,61.65,64.39,39.27,55.35,46.17,25.0,,119.0
31341,F,33.7,24.84,54.89,,,78.53,42.6,13.69,76.7,13.83,20.0,,906.0
31342,F,55.22,93.39,99.7,,,76.88,90.85,79.9,96.54,91.32,52.0,,1056.0
31343,M,29.12,69.72,50.59,,,71.43,52.69,13.69,74.13,10.15,20.0,,906.0
31344,M,35.94,89.65,92.25,,,90.22,92.75,66.1,84.76,65.14,20.0,,906.0
31345,F,29.12,85.3,93.35,,,87.83,96.52,56.18,86.35,65.99,20.0,,906.0
31346,F,52.94,82.39,98.51,,,87.78,93.16,92.6,90.27,94.52,42.0,,923.0
31347,F,20.67,79.62,76.36,,,64.17,86.78,88.3,85.05,27.1,26.0,,149.0
31348,F,34.36,89.6,57.57,,,45.35,72.31,57.3,83.0,80.09,36.0,,511.0
31349,M,28.43,92.86,51.82,,,67.62,99.53,89.4,80.37,86.84,63.0,,893.0
31350,F,39.65,79.15,38.12,1.04,,54.77,68.13,49.04,64.6,54.69,37.0,,1055.0
31351,F,49.72,58.27,47.62,0.3,,61.08,48.94,12.83,58.48,9.68,53.0,,644.0
31352,F,33.7,41.0,49.88,0.52,,61.16,58.83,34.8,66.52,58.91,21.0,,644.0
31353,M,13.65,59.14,38.26,4.98,,57.89,70.58,35.87,53.09,54.91,21.0,,603.0
31354,M,39.65,82.17,50.67,7.04,,82.55,51.95,39.19,90.38,56.2,31.0,,751.0
31355,M,35.94,63.84,44.97,0.18,,49.28,41.06,12.07,59.71,8.59,41.0,,143.0
31356,M,43.46,68.85,33.79,0.04,,54.33,52.52,33.83,54.34,61.28,25.0,,603.0
31357,F,29.12,27.58,58.58,0.04,,50.96,39.16,34.8,59.71,61.21,21.0,,751.0
31358,F,58.47,36.03,52.76,0.16,,70.35,22.75,39.19,53.76,59.97,36.0,,143.0
31359,M,23.27,91.97,82.28,10.28,,97.98,87.46,60.6,93.59,55.82,21.0,,603.0
31360,M,28.43,41.47,41.06,6.3,,61.41,42.93,29.58,57.17,62.14,21.0,,751.0
31361,F,39.65,63.65,40.44,25.85,,36.75,34.52,54.14,58.26,56.28,59.0,,720.0
31362,F,37.41,80.22,62.14,0.05,,62.79,90.94,50.2,65.43,64.47,21.0,,1055.0
31363,F,28.43,42.81,41.8,0.02,,55.95,32.78,12.9,52.91,13.7,21.0,,143.0
31364,M,28.43,69.09,43.43,6.62,,19.67,28.43,50.6,72.26,54.48,43.0,,603.0
31365,M,28.43,78.65,44.16,0.11,,73.27,80.19,20.8,68.07,15.62,21.0,,1055.0
31366,M,39.65,35.96,43.99,0.08,,53.23,54.67,11.47,57.98,13.69,33.0,,1055.0
31367,F,35.94,88.74,57.77,0.19,,87.76,85.96,19.0,93.62,13.22,29.0,,991.0
31368,F,65.48,59.85,50.34,0.04,,36.08,38.51,13.9,61.03,12.75,48.0,,143.0
31369,F,33.7,27.94,72.68,0.04,,45.05,43.43,34.8,53.52,63.3,20.0,,1055.0
31370,F,52.94,72.08,51.22,,,83.97,37.5,11.47,75.86,15.15,35.0,,893.0
31371,M,52.94,86.48,52.63,,,29.24,19.17,20.8,91.14,20.56,32.0,,923.0
31372,F,52.94,83.43,80.6,,,75.74,91.87,59.31,72.44,69.38,49.0,,522.0
31373,F,62.65,45.36,56.02,,,34.99,38.68,48.28,61.29,48.57,48.0,,509.0
31374,F,39.65,52.69,52.58,,,70.47,72.05,55.2,83.6,56.2,34.0,,149.0
31375,M,63.5,63.85,44.62,,,30.79,76.73,74.7,52.74,89.0,50.0,,893.0
31376,F,51.94,77.04,53.68,,,67.14,42.9,39.19,73.42,58.46,31.0,,893.0
31377,F,49.72,74.25,67.15,,,30.12,58.46,53.97,79.17,82.52,68.0,,906.0
31378,M,33.7,79.3,68.29,,,70.15,92.01,44.2,56.6,62.77,20.0,,1056.0
31379,F,34.36,33.52,70.82,,,52.28,37.93,41.2,52.75,12.84,20.0,,923.0
31380,F,41.04,62.62,63.91,,,68.86,92.14,44.2,53.84,61.19,20.0,,893.0
31381,F,37.41,40.2,53.91,,,59.46,83.86,53.8,65.01,48.44,24.0,,509.0
31382,F,49.72,49.33,53.75,,,73.39,77.58,62.91,57.57,63.41,67.0,,893.0
31383,M,28.43,32.81,37.26,0.02,,49.85,44.2,32.2,53.73,59.66,22.0,Uncoded,803.0
31384,F,28.43,78.82,40.53,0.09,,87.58,62.27,39.3,87.8,52.64,22.0,Uncoded,803.0
31385,F,46.19,93.59,95.28,0.09,,93.28,94.99,75.22,96.42,73.78,27.0,,119.0
31386,F,51.94,88.18,43.3,0.03,,71.62,81.59,79.2,83.31,75.35,41.0,,893.0
31387,F,17.93,87.04,52.99,0.97,,82.19,55.45,35.6,74.13,33.19,23.0,,923.0
31388,F,70.26,58.35,70.32,0.02,,57.77,53.63,42.3,55.26,64.63,36.0,,149.0
31389,F,23.27,53.93,39.02,5.35,,67.64,59.95,33.41,52.97,47.95,23.0,,522.0
31390,F,28.43,46.28,63.86,0.06,,56.25,43.6,31.32,63.37,59.16,20.0,,751.0
31391,F,42.37,89.77,81.7,0.28,,79.45,90.1,74.52,92.93,68.31,51.0,,720.0
31392,F,39.65,60.7,49.3,3.82,,57.32,46.67,14.96,62.06,13.68,35.0,,751.0
31393,F,61.89,85.5,51.18,14.72,,93.52,44.8,46.33,81.75,48.16,44.0,,143.0
31394,F,43.13,56.48,48.82,0.62,,55.07,49.06,43.01,57.11,53.6,38.0,,362.0
31395,M,25.77,85.36,75.34,0.11,,72.28,89.95,47.9,68.99,41.17,20.0,,603.0
31396,F,43.13,59.85,42.04,0.04,,64.61,48.2,14.62,60.53,9.14,29.0,,1055.0
31397,F,58.47,63.59,49.75,0.01,,60.9,54.89,43.01,61.31,59.5,37.0,,143.0
31398,M,28.43,72.59,38.03,0.87,,68.86,79.28,56.02,62.19,57.4,49.0,,603.0
31399,F,52.94,74.0,49.18,7.79,,63.99,52.6,44.03,83.76,56.0,40.0,,143.0
31400,F,35.94,63.44,43.96,0.5,,62.78,47.34,37.17,50.67,62.62,34.0,,143.0
31401,F,34.36,46.34,51.73,0.35,,75.06,78.39,71.6,59.94,79.83,29.0,,1078.0
31402,F,43.13,97.48,97.72,0.02,,99.65,97.78,83.7,98.21,79.92,45.0,,991.0
31403,F,39.65,55.13,91.48,12.4,,59.81,62.83,58.05,55.91,89.75,32.0,,509.0
31404,F,61.89,92.06,93.98,0.3,,96.59,95.2,92.8,92.36,84.89,44.0,,619.0
31405,F,56.65,42.71,67.86,0.02,,60.51,40.85,63.32,61.86,70.33,49.0,,619.0
31406,M,28.43,86.01,52.28,0.61,,92.31,93.68,62.9,90.2,58.76,22.0,,619.0
31407,F,20.67,58.79,39.14,17.91,,45.18,32.46,10.5,58.07,13.54,32.0,,639.0
31408,M,49.72,43.5,35.92,6.84,,80.77,43.25,9.26,53.8,8.63,37.0,,644.0
31409,F,34.36,96.01,97.2,0.01,,97.69,98.92,87.5,93.16,79.39,23.0,,644.0
31410,M,34.36,77.89,46.7,0.22,,60.11,47.28,10.53,78.28,10.31,55.0,,1055.0
31411,F,25.58,77.24,82.04,0.09,,45.8,99.83,65.9,78.19,83.75,49.0,,603.0
31412,F,28.43,63.31,38.59,2.29,,58.83,44.52,11.3,59.8,10.5,29.0,,509.0
31413,F,25.77,82.38,58.68,0.46,,83.91,86.0,62.56,68.27,60.85,22.0,,991.0
31414,M,34.36,56.13,38.77,4.01,,49.03,38.68,8.75,57.73,11.37,30.0,,991.0
31415,F,29.12,67.16,44.41,0.62,,74.33,60.28,26.95,50.6,61.81,22.0,,143.0
31416,M,34.36,54.92,18.05,0.04,,75.49,77.75,35.01,63.69,50.35,24.0,,143.0
31417,F,35.94,87.49,92.12,4.83,,93.85,95.37,74.2,89.79,75.3,22.0,,644.0
31418,M,22.85,89.29,36.4,0.26,,23.64,32.34,9.63,91.45,13.63,46.0,,751.0
31419,M,61.89,58.72,41.34,0.01,,50.85,56.07,10.4,70.89,13.23,27.0,,619.0
31420,F,20.67,91.75,17.5,0.03,,92.01,86.9,68.22,89.69,65.27,27.0,,720.0
31421,F,59.11,74.13,46.52,1.02,,53.52,36.83,12.24,55.54,17.83,44.0,,143.0
31422,F,39.65,84.57,81.58,0.6,,69.42,86.6,73.61,86.59,76.23,51.0,,751.0
31423,F,18.9,61.58,40.18,5.15,,60.28,90.25,37.57,56.78,52.21,20.0,,603.0
31424,M,51.94,56.56,45.16,0.07,,57.53,62.75,14.88,53.09,13.66,32.0,,143.0
